Name,League,Year,Club,Matches Played,Starts,Minutes,Goals,Assists,Penalty Goals,Penalty Attempts,xGoals,non-penalty xGoals,xAssists
Ricardo Rodríguez,2011-2012,1. Super Lg,Zürich,16,16,"1,440",1,0,1,1,,,
Ricardo Rodríguez,2011-2012,1. Bundesliga,Wolfsburg,17,17,"1,530",0,0,0,0,,,
Ricardo Rodríguez,2012-2013,1. Bundesliga,Wolfsburg,24,19,"1,712",0,4,0,0,,,
Ricardo Rodríguez,2013-2014,1. Bundesliga,Wolfsburg,34,34,"3,060",5,9,3,3,,,
Ricardo Rodríguez,2014-2015,1. Bundesliga,Wolfsburg,26,26,"2,290",6,4,3,3,,,
Ricardo Rodríguez,2015-2016,1. Bundesliga,Wolfsburg,24,23,"2,067",2,3,2,2,,,
Ricardo Rodríguez,2016-2017,1. Bundesliga,Wolfsburg,24,23,"2,018",2,3,1,1,,,
Ricardo Rodríguez,2017-2018,1. Serie A,Milan,34,34,"3,005",1,0,1,1,2.3,0.8,1.9
Ricardo Rodríguez,2018-2019,1. Serie A,Milan,35,35,"3,047",0,3,0,0,0.6,0.6,1.4
Ricardo Rodríguez,2019-2020,1. Serie A,Milan,5,5,386,0,0,0,0,0.0,0.0,0.1
Ricardo Rodríguez,2019-2020,1. Eredivisie,PSV Eindhoven,6,5,448,0,0,0,0,0.4,0.4,0.4
Ricardo Rodríguez,2020-2021,1. Serie A,Torino,16,15,"1,238",0,0,0,0,0.6,0.6,0.2
Ricardo Rodríguez,2021-2022,1. Serie A,Torino,34,28,"2,473",0,1,0,0,0.3,0.3,1.6
Ricardo Rodríguez,2022-2023,1. Serie A,Torino,35,30,"2,670",0,0,0,0,0.4,0.4,1.9
Ricardo Rodríguez,2023-2024,1. Serie A,Torino,35,34,"2,772",1,2,0,0,0.3,0.3,1.4
Ricardo Rodríguez,2024-2025,1. La Liga,Betis,6,4,334,0,0,0,0,0.0,0.0,0.1
Riccardo Montolivo,2003-2004,2. Serie B,Atalanta,41,21,"2,362",4,0,0,0,,,
Riccardo Montolivo,2004-2005,1. Serie A,Atalanta,32,24,"2,187",3,0,0,0,,,
Riccardo Montolivo,2005-2006,1. Serie A,Fiorentina,20,7,778,1,0,0,0,,,
Riccardo Montolivo,2006-2007,1. Serie A,Fiorentina,36,29,"2,667",2,5,0,0,,,
Riccardo Montolivo,2007-2008,1. Serie A,Fiorentina,34,31,"2,596",2,3,0,0,,,
Riccardo Montolivo,2008-2009,1. Serie A,Fiorentina,34,32,"2,852",4,6,0,0,,,
Riccardo Montolivo,2009-2010,1. Serie A,Fiorentina,36,33,"2,985",2,1,0,0,,,
Riccardo Montolivo,2010-2011,1. Serie A,Fiorentina,29,29,"2,525",2,3,0,0,,,
Riccardo Montolivo,2011-2012,1. Serie A,Fiorentina,30,30,"2,615",4,2,1,1,,,
Riccardo Montolivo,2012-2013,1. Serie A,Milan,32,31,"2,698",4,2,0,0,,,
Riccardo Montolivo,2013-2014,1. Serie A,Milan,29,27,"2,412",3,4,0,0,,,
Riccardo Montolivo,2014-2015,1. Serie A,Milan,10,9,709,0,0,0,0,,,
Riccardo Montolivo,2015-2016,1. Serie A,Milan,31,31,"2,680",0,1,0,0,,,
Riccardo Montolivo,2016-2017,1. Serie A,Milan,9,9,778,0,0,0,0,,,
Riccardo Montolivo,2017-2018,1. Serie A,Milan,18,12,"1,087",1,1,0,0,0.6,0.6,0.5
Riccardo Montolivo,2018-2019,1. Serie A,Milan,0,0,,,,,,,,
Riccardo Orsolini,2015-2016,2. Serie B,Ascoli,9,9,672,0,1,0,0,,,
Riccardo Orsolini,2016-2017,2. Serie B,Ascoli,41,32,"2,722",8,5,0,0,,,
Riccardo Orsolini,2017-2018,1. Serie A,Atalanta,8,0,125,0,0,0,0,0.3,0.3,0.5
Riccardo Orsolini,2017-2018,1. Serie A,Bologna,8,4,341,0,1,0,0,0.3,0.3,1.0
Riccardo Orsolini,2018-2019,1. Serie A,Bologna,35,19,"1,964",8,5,0,0,5.1,5.1,2.8
Riccardo Orsolini,2019-2020,1. Serie A,Bologna,37,32,"2,681",8,6,0,0,9.6,9.6,8.3
Riccardo Orsolini,2020-2021,1. Serie A,Bologna,34,21,"1,755",7,3,3,3,9.3,7.1,2.4
Riccardo Orsolini,2021-2022,1. Serie A,Bologna,29,21,"1,785",6,3,2,2,6.4,4.8,2.1
Riccardo Orsolini,2022-2023,1. Serie A,Bologna,32,22,"2,124",11,4,3,3,10.5,8.1,3.1
Riccardo Orsolini,2023-2024,1. Serie A,Bologna,33,19,"1,792",10,2,2,2,7.4,5.0,4.4
Riccardo Orsolini,2024-2025,1. Serie A,Bologna,12,11,802,6,1,2,2,4.7,3.1,1.8
Riccardo Saponara,2010-2011,2. Serie B,Empoli,17,7,680,0,0,0,0,,,
Riccardo Saponara,2011-2012,2. Serie B,Empoli,30,21,"1,809",1,4,0,0,,,
Riccardo Saponara,2012-2013,2. Serie B,Empoli,36,36,"3,058",11,12,0,0,,,
Riccardo Saponara,2013-2014,1. Serie A,Milan,7,2,219,0,0,0,0,,,
Riccardo Saponara,2014-2015,1. Serie A,Milan,1,1,90,0,0,0,0,,,
Riccardo Saponara,2014-2015,1. Serie A,Empoli,17,17,"1,214",7,3,1,1,,,
Riccardo Saponara,2015-2016,1. Serie A,Empoli,33,32,"2,629",5,11,0,0,,,
Riccardo Saponara,2016-2017,1. Serie A,Empoli,18,18,"1,528",2,1,0,0,,,
Riccardo Saponara,2016-2017,1. Serie A,Fiorentina,11,4,420,2,2,0,0,,,
Riccardo Saponara,2017-2018,1. Serie A,Fiorentina,18,10,900,0,4,0,0,1.0,1.0,4.1
Riccardo Saponara,2018-2019,1. Serie A,Sampdoria,22,11,905,2,4,0,0,1.5,1.5,2.0
Riccardo Saponara,2019-2020,1. Serie A,Genoa,4,2,168,0,0,0,0,0.3,0.3,0.1
Riccardo Saponara,2019-2020,1. Serie A,Lecce,13,11,947,2,4,0,0,1.9,1.9,2.5
Riccardo Saponara,2020-2021,1. Serie A,Spezia,9,5,389,2,0,0,0,1.0,1.0,0.7
Riccardo Saponara,2020-2021,1. Serie A,Fiorentina,2,0,52,0,0,0,0,0.0,0.0,0.0
Riccardo Saponara,2021-2022,1. Serie A,Fiorentina,29,13,"1,284",3,3,0,0,2.2,2.2,3.2
Riccardo Saponara,2022-2023,1. Serie A,Fiorentina,29,14,"1,208",4,3,0,0,2.8,2.8,3.4
Riccardo Saponara,2023-2024,1. Serie A,Hellas Verona,12,3,342,0,0,0,0,0.1,0.1,0.2
Riccardo Saponara,2023-2024,1. Süper Lig,Ankaragücü,8,3,274,0,0,0,0,,,
Riccardo Sottil,2017-2018,1. Serie A,Fiorentina,0,0,,,,,,,,
Riccardo Sottil,2018-2019,2. Serie B,Pescara,10,7,580,1,1,0,0,1.2,1.2,0.7
Riccardo Sottil,2018-2019,1. Serie A,Fiorentina,2,0,20,0,0,0,0,0.1,0.1,0.0
Riccardo Sottil,2019-2020,1. Serie A,Fiorentina,18,4,514,0,0,0,0,1.0,1.0,0.5
Riccardo Sottil,2020-2021,1. Serie A,Cagliari,21,12,"1,184",2,1,0,0,1.5,1.5,1.8
Riccardo Sottil,2021-2022,1. Serie A,Fiorentina,24,14,"1,239",3,2,0,0,2.5,2.5,2.5
Riccardo Sottil,2022-2023,1. Serie A,Fiorentina,18,9,833,0,2,0,0,1.0,1.0,1.1
Riccardo Sottil,2023-2024,1. Serie A,Fiorentina,22,13,"1,103",2,3,0,0,2.6,2.6,2.5
Riccardo Sottil,2024-2025,1. Serie A,Fiorentina,10,3,383,0,1,0,0,0.4,0.4,0.7
Rick Karsdorp,2014-2015,1. Eredivisie,Feyenoord,19,14,"1,246",0,2,0,0,,,
Rick Karsdorp,2015-2016,1. Eredivisie,Feyenoord,29,28,"2,461",0,10,0,0,,,
Rick Karsdorp,2016-2017,1. Eredivisie,Feyenoord,30,29,"2,537",1,4,0,0,,,
Rick Karsdorp,2017-2018,1. Serie A,Roma,1,1,81,0,0,0,0,0.0,0.0,0.0
Rick Karsdorp,2018-2019,1. Serie A,Roma,11,7,593,0,1,0,0,0.0,0.0,0.3
Rick Karsdorp,2019-2020,1. Eredivisie,Feyenoord,15,13,"1,135",1,3,1,1,1.4,0.7,3.1
Rick Karsdorp,2020-2021,1. Serie A,Roma,34,28,"2,544",1,6,0,0,1.0,1.0,5.1
Rick Karsdorp,2021-2022,1. Serie A,Roma,36,32,"2,883",0,2,0,0,0.1,0.1,4.8
Rick Karsdorp,2022-2023,1. Serie A,Roma,13,8,711,0,0,0,0,0.3,0.3,1.2
Rick Karsdorp,2023-2024,1. Serie A,Roma,18,14,"1,191",0,2,0,0,0.4,0.4,2.2
Rick Karsdorp,2024-2025,1. Eredivisie,PSV Eindhoven,8,5,505,0,2,0,0,0.0,0.0,1.3
Roberto Gagliardini,2013-2014,2. Serie B,Cesena,19,15,"1,209",1,1,0,0,,,
Roberto Gagliardini,2014-2015,2. Serie B,Spezia,14,8,849,1,0,0,0,,,
Roberto Gagliardini,2015-2016,2. Serie B,Vicenza,16,10,809,1,0,0,0,,,
Roberto Gagliardini,2015-2016,1. Serie A,Atalanta,1,1,81,0,0,0,0,,,
Roberto Gagliardini,2016-2017,1. Serie A,Atalanta,13,8,777,0,1,0,0,,,
Roberto Gagliardini,2016-2017,1. Serie A,Inter,18,18,"1,575",2,1,0,0,,,
Roberto Gagliardini,2017-2018,1. Serie A,Inter,30,23,"1,988",0,0,0,0,1.5,1.5,1.4
Roberto Gagliardini,2018-2019,1. Serie A,Inter,19,13,"1,087",5,0,0,0,2.9,2.9,0.9
Roberto Gagliardini,2019-2020,1. Serie A,Inter,24,21,"1,797",4,2,0,0,4.7,4.6,1.6
Roberto Gagliardini,2020-2021,1. Serie A,Inter,28,14,"1,232",3,2,0,0,1.2,1.2,1.3
Roberto Gagliardini,2021-2022,1. Serie A,Inter,18,6,649,2,2,0,0,0.9,0.9,1.5
Roberto Gagliardini,2022-2023,1. Serie A,Inter,19,7,783,0,0,0,0,0.9,0.9,0.3
Roberto Gagliardini,2023-2024,1. Serie A,Monza,33,29,"2,360",1,2,0,0,2.9,2.9,1.7
Roberto Gagliardini,2024-2025,1. Serie A,Monza,4,0,95,0,0,0,0,0.0,0.0,0.2
Robin Gosens,2013-2014,2. Eerste Divisie,Dordrecht,16,11,"1,085",1,2,0,0,,,
Robin Gosens,2014-2015,1. Eredivisie,Dordrecht,31,27,"2,442",2,0,0,0,,,
Robin Gosens,2015-2016,1. Eredivisie,Heracles Almelo,32,20,"1,910",2,1,0,0,,,
Robin Gosens,2016-2017,1. Eredivisie,Heracles Almelo,28,27,"2,324",2,4,0,0,,,
Robin Gosens,2017-2018,1. Serie A,Atalanta,21,17,"1,451",1,2,0,0,1.7,1.7,1.9
Robin Gosens,2018-2019,1. Serie A,Atalanta,28,23,"1,942",3,2,0,0,2.1,2.1,2.7
Robin Gosens,2019-2020,1. Serie A,Atalanta,34,31,"2,617",9,7,0,0,5.9,5.9,3.8
Robin Gosens,2020-2021,1. Serie A,Atalanta,32,30,"2,523",11,6,0,0,8.4,8.4,3.6
Robin Gosens,2021-2022,1. Serie A,Atalanta,6,5,460,1,0,0,0,1.7,1.7,0.4
Robin Gosens,2021-2022,1. Serie A,Inter,7,0,169,0,1,0,0,0.2,0.2,0.6
Robin Gosens,2022-2023,1. Serie A,Inter,32,11,"1,184",3,0,0,0,3.0,3.0,2.4
Robin Gosens,2023-2024,1. Bundesliga,Union Berlin,30,27,"2,283",6,3,0,0,2.1,2.1,3.0
Robin Gosens,2024-2025,1. Bundesliga,Union Berlin,1,1,90,0,0,0,0,0.0,0.0,0.1
Robin Gosens,2024-2025,1. Serie A,Fiorentina,11,11,962,2,2,0,0,1.1,1.1,1.3
Rodrigo Bentancur,2015,1. Primera Div,Boca Juniors,18,9,923,0,0,0,0,,,
Rodrigo Bentancur,2016,1. Primera Div,Boca Juniors,11,9,678,1,0,0,0,,,
Rodrigo Bentancur,2016-2017,1. Primera Div,Boca Juniors,22,20,"1,837",0,3,0,0,0.0,0.0,0.0
Rodrigo Bentancur,2017-2018,1. Serie A,Juventus,20,5,581,0,0,0,0,0.1,0.1,0.3
Rodrigo Bentancur,2018-2019,1. Serie A,Juventus,31,21,"2,003",2,3,0,0,1.5,1.5,2.1
Rodrigo Bentancur,2019-2020,1. Serie A,Juventus,30,25,"2,196",0,7,0,0,0.7,0.7,3.6
Rodrigo Bentancur,2020-2021,1. Serie A,Juventus,33,27,"2,324",0,4,0,0,0.6,0.6,2.3
Rodrigo Bentancur,2021-2022,1. Serie A,Juventus,19,13,"1,155",0,1,0,0,0.7,0.7,0.9
Rodrigo Bentancur,2021-2022,1. Premier League,Tottenham,17,16,"1,361",0,4,0,0,0.8,0.8,2.6
Rodrigo Bentancur,2022-2023,1. Premier League,Tottenham,18,17,"1,500",5,2,0,0,2.2,2.2,0.8
Rodrigo Bentancur,2023-2024,1. Premier League,Tottenham,23,13,"1,005",1,1,0,0,1.9,1.9,0.5
Rodrigo Bentancur,2024-2025,1. Premier League,Tottenham,10,7,535,1,0,0,0,0.7,0.7,0.1
Salvador Ichazo,2014-2015,1. Uruguayan Primera División,Danubio,15,15,"1,345",0,0,0,0,,,
Salvador Ichazo,2014-2015,1. Serie A,Torino,1,1,90,0,0,0,0,,,
Salvador Ichazo,2015-2016,1. Serie A,Torino,3,3,270,0,0,0,0,,,
Salvador Ichazo,2016-2017,2. Serie B,Bari,3,3,270,0,0,0,0,,,
Salvador Ichazo,2016-2017,1. Serie A,Torino,0,0,,,,,,,,
Salvador Ichazo,2017,1. Uruguayan Primera División,Danubio,9,9,810,0,0,0,0,,,
Salvador Ichazo,2017-2018,1. Serie A,Torino,0,0,,,,,,,,
Salvador Ichazo,2018-2019,1. Serie A,Torino,3,2,251,0,0,0,0,0.0,0.0,0.0
Salvador Ichazo,2019-2020,1. Serie A,Genoa,0,0,,,,,,,,
Salvador Ichazo,2020,1. Uruguayan Primera División,Danubio,24,24,"2,160",0,,0,0,,,
Salvador Ichazo,2021,1. Uruguayan Primera División,River Plate,28,28,"2,520",0,0,0,0,,,
Salvador Ichazo,2022,1. Uruguayan Primera División,River Plate,31,31,"2,790",0,,0,0,,,
Salvador Ichazo,2023,1. Uruguayan Primera División,Nacional,15,15,"1,350",0,0,0,0,,,
Salvador Ichazo,2024,1. Primera A,Pereira,38,38,"3,370",0,0,0,0,,,
Salvatore Elia,2017-2018,1. Serie A,Atalanta,0,0,,,,,,,,
Salvatore Elia,,,,,,,,,,,,,
Salvatore Elia,2019-2020,2. Serie B,Juve Stabia,20,8,952,1,1,0,0,1.0,1.0,1.3
Salvatore Elia,,,,,,,,,,,,,
Salvatore Elia,2021-2022,2. Serie B,Benevento,25,16,"1,457",1,1,0,0,1.9,1.9,1.5
Salvatore Elia,2022-2023,2. Serie B,Palermo,10,10,803,3,0,0,0,1.2,1.2,0.3
Salvatore Elia,2023-2024,2. Serie B,Spezia,32,24,"2,169",1,2,0,0,0.9,0.9,2.5
Salvatore Elia,2024-2025,2. Serie B,Spezia,12,9,724,0,0,0,0,0.5,0.5,0.2
Salvatore Sirigu,2008-2009,2. Serie B,Ancona,15,15,"1,350",0,0,0,0,,,
Salvatore Sirigu,2009-2010,1. Serie A,Palermo,32,32,"2,880",0,0,0,0,,,
Salvatore Sirigu,2010-2011,1. Serie A,Palermo,37,37,"3,330",0,0,0,0,,,
Salvatore Sirigu,2011-2012,1. Ligue 1,Paris S-G,38,38,"3,420",0,0,0,0,,,
Salvatore Sirigu,2012-2013,1. Ligue 1,Paris S-G,33,33,"2,927",0,0,0,0,,,
Salvatore Sirigu,2013-2014,1. Ligue 1,Paris S-G,37,37,"3,330",0,0,0,0,,,
Salvatore Sirigu,2014-2015,1. Ligue 1,Paris S-G,34,34,"3,002",0,0,0,0,,,
Salvatore Sirigu,2015-2016,1. Ligue 1,Paris S-G,3,2,225,0,0,0,0,,,
Salvatore Sirigu,2016-2017,1. La Liga,Osasuna,18,18,"1,620",0,0,0,0,,,
Salvatore Sirigu,2016-2017,1. La Liga,Sevilla,2,2,177,0,0,0,0,,,
Salvatore Sirigu,2017-2018,1. Serie A,Torino,37,37,"3,330",0,0,0,0,0.0,0.0,0.0
Salvatore Sirigu,2018-2019,1. Serie A,Torino,36,36,"3,169",0,0,0,0,0.0,0.0,0.0
Salvatore Sirigu,2019-2020,1. Serie A,Torino,36,36,"3,240",0,0,0,0,0.0,0.0,0.1
Salvatore Sirigu,2020-2021,1. Serie A,Torino,32,32,"2,880",0,0,0,0,0.0,0.0,0.0
Salvatore Sirigu,2021-2022,1. Serie A,Genoa,37,37,"3,330",0,0,0,0,0.0,0.0,0.0
Salvatore Sirigu,2022-2023,1. Serie A,Fiorentina,1,1,90,0,0,0,0,0.0,0.0,0.0
Salvatore Sirigu,2022-2023,1. Serie A,Napoli,0,0,,,,,,,,
Salvatore Sirigu,2023-2024,1. Ligue 1,Nice,0,0,,,,,,,,
Salvatore Sirigu,2023-2024,1. Süper Lig,Fatih Karagümrük,17,17,"1,530",0,0,0,0,,,
Salvatore Sirigu,2024-2025,2. Serie B,Palermo,0,0,,,,,,,,
Sami Khedira,2006-2007,1. Bundesliga,Stuttgart,22,16,"1,354",4,2,0,0,,,
Sami Khedira,2007-2008,1. Bundesliga,Stuttgart,24,19,"1,724",1,1,0,0,,,
Sami Khedira,2008-2009,1. Bundesliga,Stuttgart,27,23,"2,127",7,3,0,0,,,
Sami Khedira,2009-2010,1. Bundesliga,Stuttgart,25,24,"2,100",2,4,0,0,,,
Sami Khedira,2010-2011,1. La Liga,Real Madrid,25,20,"1,849",0,1,0,0,,,
Sami Khedira,2011-2012,1. La Liga,Real Madrid,28,20,"1,888",2,2,0,0,,,
Sami Khedira,2012-2013,1. La Liga,Real Madrid,25,19,"1,747",3,2,0,0,,,
Sami Khedira,2013-2014,1. La Liga,Real Madrid,13,12,965,1,1,0,0,,,
Sami Khedira,2014-2015,1. La Liga,Real Madrid,11,3,306,0,0,0,0,,,
Sami Khedira,2015-2016,1. Serie A,Juventus,20,20,"1,528",5,4,0,0,,,
Sami Khedira,2016-2017,1. Serie A,Juventus,31,31,"2,539",5,3,0,0,,,
Sami Khedira,2017-2018,1. Serie A,Juventus,26,24,"1,912",9,2,0,0,3.7,3.7,1.2
Sami Khedira,2018-2019,1. Serie A,Juventus,10,8,706,2,1,0,0,3.0,3.0,1.1
Sami Khedira,2019-2020,1. Serie A,Juventus,12,9,681,0,1,0,0,1.2,1.2,0.8
Sami Khedira,2020-2021,1. Bundesliga,Hertha BSC,9,4,395,0,1,0,0,0.0,0.0,1.1
Samir Handanović,2004-2005,1. Serie A,Udinese,3,2,243,0,0,0,0,,,
Samir Handanović,2005-2006,1. Serie A,Lazio,1,1,90,0,0,0,0,,,
Samir Handanović,2005-2006,1. Serie A,Treviso,3,3,264,0,0,0,0,,,
Samir Handanović,2006-2007,2. Serie B,Rimini,39,39,"3,510",0,0,0,0,,,
Samir Handanović,2007-2008,1. Serie A,Udinese,35,35,"3,150",0,0,0,0,,,
Samir Handanović,2008-2009,1. Serie A,Udinese,34,34,"2,975",0,0,0,0,,,
Samir Handanović,2009-2010,1. Serie A,Udinese,37,37,"3,330",0,0,0,0,,,
Samir Handanović,2010-2011,1. Serie A,Udinese,35,35,"3,150",0,0,0,0,,,
Samir Handanović,2011-2012,1. Serie A,Udinese,38,38,"3,420",0,0,0,0,,,
Samir Handanović,2012-2013,1. Serie A,Inter,35,35,"3,150",0,0,0,0,,,
Samir Handanović,2013-2014,1. Serie A,Inter,36,36,"3,110",0,0,0,0,,,
Samir Handanović,2014-2015,1. Serie A,Inter,37,37,"3,330",0,0,0,0,,,
Samir Handanović,2015-2016,1. Serie A,Inter,36,36,"3,240",0,0,0,0,,,
Samir Handanović,2016-2017,1. Serie A,Inter,37,37,"3,330",0,0,0,0,,,
Samir Handanović,2017-2018,1. Serie A,Inter,38,38,"3,420",0,0,0,0,0.0,0.0,0.0
Samir Handanović,2018-2019,1. Serie A,Inter,38,38,"3,420",0,0,0,0,0.0,0.0,0.0
Samir Handanović,2019-2020,1. Serie A,Inter,35,35,"3,150",0,0,0,0,0.0,0.0,0.1
Samir Handanović,2020-2021,1. Serie A,Inter,37,37,"3,240",0,0,0,0,0.0,0.0,0.0
Samir Handanović,2021-2022,1. Serie A,Inter,37,37,"3,330",0,0,0,0,0.0,0.0,0.0
Samir Handanović,2022-2023,1. Serie A,Inter,14,14,"1,234",0,0,0,0,0.0,0.0,0.0
Samuel Gustafson,2013,1. Allsvenskan,Häcken,2,1,74,1,0,0,0,,,
Samuel Gustafson,2014,1. Allsvenskan,Häcken,21,11,934,3,3,0,0,,,
Samuel Gustafson,2015,1. Allsvenskan,Häcken,27,24,"2,182",5,3,0,0,,,
Samuel Gustafson,2016,1. Allsvenskan,Häcken,17,17,"1,506",3,6,0,0,,,
Samuel Gustafson,2016-2017,1. Serie A,Torino,5,1,223,0,0,0,0,,,
Samuel Gustafson,2017-2018,1. Serie A,Torino,4,0,77,0,0,0,0,0.0,0.0,0.0
Samuel Gustafson,2017-2018,2. Serie B,Perugia,20,16,"1,431",1,2,0,0,,,
Samuel Gustafson,2018-2019,2. Serie B,Hellas Verona,26,23,"2,098",1,2,0,0,1.8,1.8,2.5
Samuel Gustafson,2019-2020,2. Serie B,Cremonese,19,14,"1,372",0,2,0,0,0.4,0.4,1.3
Samuel Gustafson,2020-2021,2. Serie B,Cremonese,33,19,"1,967",0,0,0,0,1.8,1.8,1.0
Samuel Gustafson,2021,1. Allsvenskan,Häcken,4,2,126,0,0,0,0,,,
Samuel Gustafson,2022,1. Allsvenskan,Häcken,28,28,"2,434",1,5,0,0,,,
Samuel Gustafson,2023,1. Allsvenskan,Häcken,29,29,"2,476",1,7,0,0,,,
Samuel Gustafson,2024,1. J1 League,Urawa Reds,27,22,"1,968",2,3,0,0,,,
Sebastián Cristóforo,2013-2014,1. La Liga,Sevilla,12,4,531,0,0,0,0,,,
Sebastián Cristóforo,,,,,,,,,,,,,
Sebastián Cristóforo,2015-2016,1. La Liga,Sevilla,21,17,"1,446",0,1,0,0,,,
Sebastián Cristóforo,2016-2017,1. Serie A,Fiorentina,19,7,691,0,2,0,0,,,
Sebastián Cristóforo,2017-2018,1. Serie A,Fiorentina,7,3,268,0,0,0,0,0.1,0.1,0.4
Sebastián Cristóforo,2018-2019,1. La Liga,Getafe,15,4,450,0,2,0,0,0.0,0.0,0.5
Sebastián Cristóforo,2019-2020,1. Serie A,Fiorentina,1,1,90,0,0,0,0,0.0,0.0,0.2
Sebastián Cristóforo,2019-2020,1. La Liga,Eibar,18,9,877,0,0,0,0,0.3,0.3,0.3
Sebastián Cristóforo,2020-2021,2. La Liga 2,Girona,33,25,"1,973",0,0,0,0,0.4,0.4,0.5
Sebastián Cristóforo,2021-2022,2. La Liga 2,Cartagena,14,4,441,0,0,0,0,0.1,0.1,0.1
Sebastián Cristóforo,2022,1. Uruguayan Primera División,Peñarol,10,9,710,0,,0,0,,,
Sebastián Cristóforo,2023,1. Uruguayan Primera División,Peñarol,30,25,"1,837",1,0,0,0,,,
Sebastián Cristóforo,2024,1. Uruguayan Primera División,Peñarol,9,1,217,0,0,0,0,,,
Senad Lulić,2008-2009,1. Super Lg,Grasshopper,26,24,"1,893",3,0,0,0,,,
Senad Lulić,2009-2010,1. Super Lg,Grasshopper,15,15,"1,195",3,3,0,0,,,
Senad Lulić,2010-2011,1. Super Lg,Young Boys,31,27,"2,359",6,7,0,0,,,
Senad Lulić,2011-2012,1. Serie A,Lazio,27,23,"2,038",4,3,0,0,,,
Senad Lulić,2012-2013,1. Serie A,Lazio,33,29,"2,606",1,6,0,0,,,
Senad Lulić,2013-2014,1. Serie A,Lazio,30,28,"2,544",7,3,0,0,,,
Senad Lulić,2014-2015,1. Serie A,Lazio,25,22,"1,842",3,7,0,0,,,
Senad Lulić,2015-2016,1. Serie A,Lazio,30,28,"2,348",3,3,0,0,,,
Senad Lulić,2016-2017,1. Serie A,Lazio,31,29,"2,486",3,9,0,0,,,
Senad Lulić,2017-2018,1. Serie A,Lazio,35,30,"2,426",3,4,1,1,2.0,1.2,3.9
Senad Lulić,2018-2019,1. Serie A,Lazio,35,34,"2,923",4,1,0,0,2.3,2.3,4.7
Senad Lulić,2019-2020,1. Serie A,Lazio,20,20,"1,573",0,2,0,0,1.2,1.2,1.7
Senad Lulić,2020-2021,1. Serie A,Lazio,16,8,718,0,0,0,0,0.4,0.4,0.3
Sergej Milinković-Savić,2013-2014,1. SuperLiga,Vojvodina,13,9,837,3,0,1,1,,,
Sergej Milinković-Savić,2014-2015,1. Pro League,Genk,24,18,"1,674",5,2,0,0,,,
Sergej Milinković-Savić,2015-2016,1. Serie A,Lazio,25,17,"1,642",1,0,0,0,,,
Sergej Milinković-Savić,2016-2017,1. Serie A,Lazio,34,31,"2,727",4,7,0,0,,,
Sergej Milinković-Savić,2017-2018,1. Serie A,Lazio,35,33,"2,844",12,4,0,0,6.4,6.4,5.8
Sergej Milinković-Savić,2018-2019,1. Serie A,Lazio,31,29,"2,396",5,3,0,0,6.4,6.4,4.5
Sergej Milinković-Savić,2019-2020,1. Serie A,Lazio,37,35,"3,029",7,4,0,0,6.6,6.6,4.7
Sergej Milinković-Savić,2020-2021,1. Serie A,Lazio,32,32,"2,746",8,9,0,0,6.9,6.9,6.4
Sergej Milinković-Savić,2021-2022,1. Serie A,Lazio,37,36,"3,100",11,10,0,0,7.3,7.3,6.1
Sergej Milinković-Savić,2022-2023,1. Serie A,Lazio,36,34,"3,022",9,8,0,0,6.8,6.8,7.1
Sergej Milinković-Savić,2023-2024,1. Pro League,Al-Hilal,30,28,"2,442",11,11,0,0,,,
Sergej Milinković-Savić,2024-2025,1. Saudi Professional League,Al-Hilal,12,12,"1,077",5,3,0,0,,,
Simone Edera,2015-2016,1. Serie A,Torino,2,0,7,0,0,0,0,,,
Simone Edera,,,,,,,,,,,,,
Simone Edera,2017-2018,1. Serie A,Torino,14,2,327,1,1,0,0,0.3,0.3,0.2
Simone Edera,2018-2019,1. Serie A,Bologna,4,3,196,0,0,0,0,0.7,0.7,0.2
Simone Edera,2018-2019,1. Serie A,Torino,3,1,77,0,0,0,0,0.1,0.1,0.1
Simone Edera,2019-2020,1. Serie A,Torino,13,4,398,1,1,0,0,1.2,1.2,0.7
Simone Edera,2020-2021,2. Serie B,US Reggina,16,14,899,2,1,0,0,3.2,3.2,1.7
Simone Edera,2020-2021,1. Serie A,Torino,2,0,52,0,0,0,0,0.1,0.1,0.3
Simone Edera,2021-2022,1. Serie A,Torino,0,0,,,,,,,,
Simone Edera,2022-2023,1. Serie A,Torino,0,0,,,,,,,,
Simone Lo Faso,2016-2017,1. Serie A,Palermo,10,1,255,0,0,0,0,,,
Simone Lo Faso,2017-2018,1. Serie A,Fiorentina,2,0,36,0,0,0,0,0.1,0.1,0.0
Simone Lo Faso,2017-2018,2. Serie B,Palermo,0,0,,,,,,,,
Simone Lo Faso,2018-2019,2. Serie B,Palermo,2,0,20,0,0,0,0,0.0,0.0,0.0
Simone Lo Faso,2019-2020,1. Serie A,Lecce,0,0,,,,,,,,
Simone Lo Faso,2020-2021,2. Serie B,Lecce,1,0,10,0,0,0,0,0.0,0.0,0.0
Simone Palombi,2015-2016,1. Serie A,Lazio,0,0,,,,,,,,
Simone Palombi,2016-2017,2. Serie B,Ternana,28,20,"1,840",8,1,0,0,,,
Simone Palombi,2017-2018,1. Serie A,Lazio,1,1,66,0,0,0,0,0.0,0.0,0.0
Simone Palombi,2017-2018,2. Serie B,Salernitana,14,9,812,0,2,0,0,,,
