Name,League,Year,Club,Matches Played,Starts,Minutes,Goals,Assists,Penalty Goals,Penalty Attempts,xGoals,non-penalty xGoals,xAssists
Douglas Costa,2018-2019,1. Serie A,Juventus,17,7,621,1,0,0,0,0.7,0.7,2.4
Douglas Costa,2019-2020,1. Serie A,Juventus,23,7,802,1,4,0,0,0.7,0.7,3.8
Douglas Costa,2020-2021,1. Serie A,Juventus,2,0,42,0,0,0,0,0.0,0.0,0.1
Douglas Costa,2020-2021,1. Bundesliga,Bayern Munich,11,3,320,1,1,0,0,0.2,0.2,0.8
Douglas Costa,2021,1. Série A,Grêmio,26,20,"1,805",3,2,0,0,3.2,3.2,3.5
Douglas Costa,2022,1. MLS,LA Galaxy,27,16,"1,408",4,1,1,1,3.0,2.2,3.7
Douglas Costa,2023,1. MLS,LA Galaxy,19,15,"1,218",3,7,0,0,3.5,3.5,4.9
Douglas Costa,2024,1. Série A,Fluminense,10,2,292,0,0,0,0,0.1,0.1,0.4
Douglas Costa,2024-2025,1. A-League,Sydney FC,2,2,134,0,0,0,0,,,
Dries Mertens,2007-2008,2. Eerste Divisie,AGOVV,38,38,"3,244",16,8,1,1,,,
Dries Mertens,2008-2009,2. Eerste Divisie,AGOVV,35,35,"3,053",13,7,3,3,,,
Dries Mertens,2009-2010,1. Eredivisie,Utrecht,34,34,"2,954",6,5,0,0,,,
Dries Mertens,2010-2011,1. Eredivisie,Utrecht,31,30,"2,547",10,12,0,0,,,
Dries Mertens,2011-2012,1. Eredivisie,PSV Eindhoven,33,33,"2,811",21,13,2,2,,,
Dries Mertens,2012-2013,1. Eredivisie,PSV Eindhoven,29,29,"2,333",16,17,4,4,,,
Dries Mertens,2013-2014,1. Serie A,Napoli,32,21,"1,905",11,6,2,2,,,
Dries Mertens,2014-2015,1. Serie A,Napoli,31,17,"1,677",6,6,1,1,,,
Dries Mertens,2015-2016,1. Serie A,Napoli,33,6,"1,108",5,5,0,0,,,
Dries Mertens,2016-2017,1. Serie A,Napoli,35,28,"2,558",28,9,2,2,,,
Dries Mertens,2017-2018,1. Serie A,Napoli,38,35,"3,002",18,7,4,4,17.9,14.0,7.2
Dries Mertens,2018-2019,1. Serie A,Napoli,35,23,"2,252",16,11,1,1,10.7,9.9,8.0
Dries Mertens,2019-2020,1. Serie A,Napoli,31,18,"1,689",9,7,0,0,6.0,6.0,5.7
Dries Mertens,2020-2021,1. Serie A,Napoli,29,18,"1,459",9,8,0,0,5.0,5.0,4.2
Dries Mertens,2021-2022,1. Serie A,Napoli,30,16,"1,384",11,1,1,1,4.3,3.6,3.1
Dries Mertens,2022-2023,1. Süper Lig,Galatasaray,30,27,"2,044",6,3,0,0,,,
Dries Mertens,2023-2024,1. Süper Lig,Galatasaray,36,31,"2,462",9,16,1,1,,,
Dries Mertens,2024-2025,1. Süper Lig,Galatasaray,13,11,869,3,3,0,0,,,
Duván Zapata,2013-2014,1. Serie A,Napoli,16,6,575,5,2,0,0,,,
Duván Zapata,2014-2015,1. Serie A,Napoli,21,6,623,6,1,0,0,,,
Duván Zapata,2015-2016,1. Serie A,Udinese,25,15,"1,518",8,2,0,0,,,
Duván Zapata,2016-2017,1. Serie A,Udinese,38,37,"3,141",10,3,1,1,,,
Duván Zapata,2017-2018,1. Serie A,Sampdoria,31,24,"2,108",11,3,0,0,9.7,9.7,3.6
Duván Zapata,2018-2019,1. Serie A,Atalanta,37,32,"2,896",23,7,1,1,18.9,17.3,9.5
Duván Zapata,2019-2020,1. Serie A,Atalanta,28,25,"2,026",18,6,1,1,15.6,14.8,5.7
Duván Zapata,2020-2021,1. Serie A,Atalanta,37,29,"2,379",15,9,1,1,15.2,14.4,5.4
Duván Zapata,2021-2022,1. Serie A,Atalanta,24,20,"1,722",10,4,3,3,13.5,11.2,4.4
Duván Zapata,2022-2023,1. Serie A,Atalanta,25,16,"1,390",2,2,0,0,3.9,3.9,1.1
Duván Zapata,2023-2024,1. Serie A,Atalanta,2,2,112,1,0,0,0,0.4,0.4,0.1
Duván Zapata,2023-2024,1. Serie A,Torino,35,34,"2,880",12,4,0,0,10.9,10.9,3.0
Duván Zapata,2024-2025,1. Serie A,Torino,7,7,587,3,0,0,0,3.4,3.4,0.5
Dušan Basta,2008-2009,1. Serie A,Lecce,7,2,210,0,0,0,0,,,
Dušan Basta,2009-2010,1. Serie A,Udinese,16,14,"1,294",0,0,0,0,,,
Dušan Basta,,,,,,,,,,,,,
Dušan Basta,2011-2012,1. Serie A,Udinese,31,31,"2,625",5,4,0,0,,,
Dušan Basta,2012-2013,1. Serie A,Udinese,28,27,"2,417",1,3,0,0,,,
Dušan Basta,2013-2014,1. Serie A,Udinese,30,26,"2,268",3,1,0,0,,,
Dušan Basta,2014-2015,1. Serie A,Lazio,27,27,"2,381",0,2,0,0,,,
Dušan Basta,2015-2016,1. Serie A,Lazio,23,21,"1,815",0,0,0,0,,,
Dušan Basta,2016-2017,1. Serie A,Lazio,27,24,"2,120",1,2,0,0,,,
Dušan Basta,2017-2018,1. Serie A,Lazio,11,9,775,0,1,0,0,0.5,0.5,0.2
Dušan Basta,2018-2019,1. Serie A,Lazio,0,0,,,,,,,,
Edin Džeko,2007-2008,1. Bundesliga,Wolfsburg,28,17,"1,811",8,5,0,0,,,
Edin Džeko,2008-2009,1. Bundesliga,Wolfsburg,32,29,"2,629",26,6,0,0,,,
Edin Džeko,2009-2010,1. Bundesliga,Wolfsburg,34,33,"3,002",22,6,2,2,,,
Edin Džeko,2010-2011,1. Bundesliga,Wolfsburg,17,17,"1,516",10,0,0,0,,,
Edin Džeko,2010-2011,1. Premier League,Manchester City,15,8,854,2,2,0,0,,,
Edin Džeko,2011-2012,1. Premier League,Manchester City,30,16,"1,509",14,3,0,0,,,
Edin Džeko,2012-2013,1. Premier League,Manchester City,32,16,"1,822",14,3,0,0,,,
Edin Džeko,2013-2014,1. Premier League,Manchester City,31,23,"1,986",16,1,0,0,,,
Edin Džeko,2014-2015,1. Premier League,Manchester City,22,11,932,4,2,0,0,,,
Edin Džeko,2015-2016,1. Serie A,Roma,31,21,"1,959",8,6,2,2,,,
Edin Džeko,2016-2017,1. Serie A,Roma,37,33,"3,048",29,9,1,1,,,
Edin Džeko,2017-2018,1. Serie A,Roma,36,33,"3,018",16,3,0,0,17.4,17.4,3.9
Edin Džeko,2018-2019,1. Serie A,Roma,33,28,"2,579",9,6,0,0,14.5,14.5,4.2
Edin Džeko,2019-2020,1. Serie A,Roma,35,31,"2,854",16,7,0,0,19.0,19.0,5.7
Edin Džeko,2020-2021,1. Serie A,Roma,27,20,"1,824",7,3,0,0,13.2,12.4,2.2
Edin Džeko,2021-2022,1. Serie A,Inter,36,27,"2,469",13,6,0,0,14.8,14.8,3.9
Edin Džeko,2022-2023,1. Serie A,Inter,33,18,"1,732",9,3,0,0,9.7,9.7,3.2
Edin Džeko,2023-2024,1. Süper Lig,Fenerbahçe,36,34,"2,716",21,3,2,2,,,
Edin Džeko,2024-2025,1. Süper Lig,Fenerbahçe,13,8,764,8,1,2,2,,,
Elio Capradossi,2015-2016,1. Serie A,Roma,0,0,,,,,,,,
Elio Capradossi,2016-2017,2. Serie B,Bari,23,20,"1,800",0,0,0,0,,,
Elio Capradossi,2017-2018,2. Serie B,Bari,11,9,914,0,0,0,0,,,
Elio Capradossi,2017-2018,1. Serie A,Roma,2,1,83,0,0,0,0,0.0,0.0,0.0
Elio Capradossi,2018-2019,2. Serie B,Spezia,19,19,"1,710",3,0,0,0,1.2,1.2,0.5
Elio Capradossi,2019-2020,2. Serie B,Spezia,32,32,"2,736",2,0,0,0,3.0,3.0,0.1
Elio Capradossi,2020-2021,1. Serie A,Spezia,1,1,90,0,0,0,0,0.3,0.3,0.0
Elio Capradossi,2021-2022,2. Serie B,SPAL,32,31,"2,844",2,0,0,0,2.4,2.4,0.6
Elio Capradossi,2022-2023,1. Serie A,Spezia,0,0,,,,,,,,
Elio Capradossi,2022-2023,2. Serie B,Cagliari,16,13,"1,133",0,1,0,0,0.8,0.8,0.6
Elio Capradossi,2023-2024,1. Serie A,Cagliari,0,0,,,,,,,,
Elio Capradossi,2023-2024,2. Serie B,Calcio Lecco 1912,6,6,540,0,0,0,0,0.6,0.6,0.0
Elio Capradossi,2024-2025,2. Serie B,Cittadella,1,0,4,0,0,0,0,0.0,0.0,0.0
Elseid Hysaj,2012-2013,2. Serie B,Empoli,29,27,"2,462",0,0,0,0,,,
Elseid Hysaj,2013-2014,2. Serie B,Empoli,32,31,"2,563",1,0,0,0,,,
Elseid Hysaj,2014-2015,1. Serie A,Empoli,36,33,"3,024",0,2,0,0,,,
Elseid Hysaj,2015-2016,1. Serie A,Napoli,37,37,"3,281",0,2,0,0,,,
Elseid Hysaj,2016-2017,1. Serie A,Napoli,35,34,"3,031",0,1,0,0,,,
Elseid Hysaj,2017-2018,1. Serie A,Napoli,35,35,"3,125",0,1,0,0,0.4,0.4,1.7
Elseid Hysaj,2018-2019,1. Serie A,Napoli,27,24,"2,107",0,2,0,0,0.6,0.6,0.6
Elseid Hysaj,2019-2020,1. Serie A,Napoli,20,17,"1,481",1,2,0,0,0.2,0.2,1.3
Elseid Hysaj,2020-2021,1. Serie A,Napoli,24,20,"1,768",0,2,0,0,0.3,0.3,1.3
Elseid Hysaj,2021-2022,1. Serie A,Lazio,29,24,"2,027",1,0,0,0,0.8,0.8,0.7
Elseid Hysaj,2022-2023,1. Serie A,Lazio,34,22,"1,998",1,1,0,0,0.2,0.2,1.1
Elseid Hysaj,2023-2024,1. Serie A,Lazio,22,11,"1,199",0,0,0,0,0.2,0.2,0.4
Elseid Hysaj,2024-2025,1. Serie A,Lazio,2,0,10,0,0,0,0,0.0,0.0,0.0
Emanuele Giaccherini,2009-2010,2. Serie B,Cesena,32,31,"2,603",8,4,0,0,,,
Emanuele Giaccherini,2010-2011,1. Serie A,Cesena,36,34,"2,883",7,4,0,0,,,
Emanuele Giaccherini,2011-2012,1. Serie A,Juventus,23,9,"1,209",1,2,0,0,,,
Emanuele Giaccherini,2012-2013,1. Serie A,Juventus,17,10,949,3,3,0,0,,,
Emanuele Giaccherini,2013-2014,1. Premier League,Sunderland,24,16,"1,354",4,4,0,0,,,
Emanuele Giaccherini,2014-2015,1. Premier League,Sunderland,8,2,308,0,0,0,0,,,
Emanuele Giaccherini,2015-2016,1. Premier League,Sunderland,0,0,,,,,,,,
Emanuele Giaccherini,2015-2016,1. Serie A,Bologna,28,27,"2,174",7,0,0,0,,,
Emanuele Giaccherini,2016-2017,1. Serie A,Napoli,16,1,298,1,0,0,0,,,
Emanuele Giaccherini,2017-2018,1. Serie A,Napoli,4,0,64,0,0,0,0,0.0,0.0,0.1
Emanuele Giaccherini,2017-2018,1. Serie A,Chievo,13,11,903,3,2,0,0,0.3,0.3,0.9
Emanuele Giaccherini,2018-2019,1. Serie A,Chievo,26,22,"2,009",3,1,1,1,3.0,1.4,3.6
Emanuele Giaccherini,2019-2020,2. Serie B,Chievo,23,17,"1,450",5,4,2,2,5.8,3.4,4.7
Emanuele Giaccherini,2020-2021,2. Serie B,Chievo,13,3,310,2,0,2,2,2.6,1.0,0.2
Emanuele Torrasi,2017-2018,1. Serie A,Milan,1,0,6,0,0,0,0,0.0,0.0,0.0
Emanuele Torrasi,2018-2019,1. Serie A,Milan,0,0,,,,,,,,
Emanuele Torrasi,2019-2020,1. Serie A,Milan,0,0,,,,,,,,
Emanuele Torrasi,,,,,,,,,,,,,
Emanuele Torrasi,2021-2022,2. Serie B,Pordenone,16,13,"1,127",0,0,0,0,0.5,0.5,0.4
Emerson Palmieri,2014,1. Série A,Santos,3,3,224,0,1,0,0,,,
Emerson Palmieri,2014-2015,1. Serie A,Palermo,9,0,191,0,0,0,0,,,
Emerson Palmieri,2015-2016,1. Serie A,Roma,8,1,188,1,0,0,0,,,
Emerson Palmieri,2016-2017,1. Serie A,Roma,25,23,"1,965",0,1,0,0,,,
Emerson Palmieri,2017-2018,1. Serie A,Roma,1,0,16,0,0,0,0,0.0,0.0,0.0
Emerson Palmieri,2017-2018,1. Premier League,Chelsea,5,3,280,0,1,0,0,0.1,0.1,0.0
Emerson Palmieri,2018-2019,1. Premier League,Chelsea,10,7,663,0,0,0,0,0.3,0.3,0.3
Emerson Palmieri,2019-2020,1. Premier League,Chelsea,15,13,"1,024",0,0,0,0,1.1,1.1,1.3
Emerson Palmieri,2020-2021,1. Premier League,Chelsea,2,0,90,0,0,0,0,0.0,0.0,0.0
Emerson Palmieri,2021-2022,1. Premier League,Chelsea,1,0,5,0,0,0,0,0.0,0.0,0.0
Emerson Palmieri,2021-2022,1. Ligue 1,Lyon,29,26,"2,264",1,2,0,0,0.9,0.9,3.6
Emerson Palmieri,2022-2023,1. Premier League,West Ham,22,16,"1,320",1,0,0,0,0.8,0.8,0.9
Emerson Palmieri,2023-2024,1. Premier League,West Ham,36,35,"3,137",1,2,0,0,1.5,1.5,2.4
Emerson Palmieri,2024-2025,1. Premier League,West Ham,13,13,989,1,1,0,0,1.1,1.1,0.9
Emiliano Moretti,2000-2001,1. Serie A,Fiorentina,9,8,734,0,0,0,0,,,
Emiliano Moretti,2001-2002,1. Serie A,Fiorentina,27,26,"2,234",0,0,0,0,,,
Emiliano Moretti,2002-2003,1. Serie A,Modena,16,9,822,0,0,0,0,,,
Emiliano Moretti,2003-2004,1. Serie A,Bologna,32,32,"2,783",0,0,0,0,,,
Emiliano Moretti,2004-2005,1. La Liga,Valencia,23,16,"1,620",1,0,0,0,,,
Emiliano Moretti,2005-2006,1. La Liga,Valencia,33,33,"2,892",0,2,0,0,,,
Emiliano Moretti,2006-2007,1. La Liga,Valencia,23,23,"2,039",2,0,0,0,,,
Emiliano Moretti,2007-2008,1. La Liga,Valencia,28,28,"2,500",1,0,0,0,,,
Emiliano Moretti,2008-2009,1. La Liga,Valencia,28,25,"2,137",0,0,0,0,,,
Emiliano Moretti,2009-2010,1. Serie A,Genoa,29,28,"2,311",1,0,0,0,,,
Emiliano Moretti,2010-2011,1. Serie A,Genoa,18,9,830,0,0,0,0,,,
Emiliano Moretti,2011-2012,1. Serie A,Genoa,27,26,"2,240",1,0,0,0,,,
Emiliano Moretti,2012-2013,1. Serie A,Genoa,33,26,"2,368",0,0,0,0,,,
Emiliano Moretti,2013-2014,1. Serie A,Torino,36,36,"3,228",1,2,0,0,,,
Emiliano Moretti,2014-2015,1. Serie A,Torino,35,35,"3,150",2,1,0,0,,,
Emiliano Moretti,2015-2016,1. Serie A,Torino,35,35,"3,150",1,1,0,0,,,
Emiliano Moretti,2016-2017,1. Serie A,Torino,23,23,"2,063",1,3,0,0,,,
Emiliano Moretti,2017-2018,1. Serie A,Torino,22,19,"1,782",0,0,0,0,0.4,0.4,0.5
Emiliano Moretti,2018-2019,1. Serie A,Torino,24,22,"2,010",0,0,0,0,0.0,0.0,0.1
Emiliano Viviano,2004-2005,2. Serie B,Cesena,13,10,956,0,0,0,0,,,
Emiliano Viviano,2005-2006,2. Serie B,Brescia,14,13,"1,212",0,0,0,0,,,
Emiliano Viviano,2006-2007,2. Serie B,Brescia,40,40,"3,600",0,0,0,0,,,
Emiliano Viviano,2007-2008,2. Serie B,Brescia,35,35,"3,150",0,0,0,0,,,
Emiliano Viviano,2008-2009,2. Serie B,Brescia,37,37,"3,263",0,0,0,0,,,
Emiliano Viviano,2009-2010,1. Serie A,Bologna,34,34,"3,060",0,0,0,0,,,
Emiliano Viviano,2010-2011,1. Serie A,Bologna,38,38,"3,405",0,0,0,0,,,
Emiliano Viviano,2011-2012,1. Serie A,Palermo,20,20,"1,755",0,0,0,0,,,
Emiliano Viviano,2012-2013,1. Serie A,Fiorentina,32,32,"2,862",0,0,0,0,,,
Emiliano Viviano,,,,,,,,,,,,,
Emiliano Viviano,2014-2015,1. Serie A,Sampdoria,29,29,"2,540",0,0,0,0,,,
Emiliano Viviano,2015-2016,1. Serie A,Sampdoria,37,37,"3,330",0,0,0,0,,,
Emiliano Viviano,2016-2017,1. Serie A,Sampdoria,17,17,"1,530",0,0,0,0,,,
Emiliano Viviano,2017-2018,1. Serie A,Sampdoria,27,27,"2,430",0,0,0,0,0.0,0.0,0.0
Emiliano Viviano,2018-2019,1. Serie A,SPAL,17,17,"1,524",0,0,0,0,0.0,0.0,0.0
Emiliano Viviano,,,,,,,,,,,,,
Emiliano Viviano,2020-2021,1. Süper Lig,Fatih Karagümrük,32,32,"2,815",0,0,0,0,,,
Emiliano Viviano,2021-2022,1. Süper Lig,Fatih Karagümrük,38,38,"3,420",0,0,0,0,,,
Emiliano Viviano,2022-2023,1. Süper Lig,Fatih Karagümrük,17,16,"1,501",0,0,0,0,,,
Emiliano Viviano,2023-2024,2. Serie B,Ascoli,27,27,"2,384",0,0,0,0,0.0,0.0,0.0
Emmanuel Latte Lath,2016-2017,1. Serie A,Atalanta,0,0,,,,,,,,
Emmanuel Latte Lath,2017-2018,1. Serie A,Atalanta,0,0,,,,,,,,
Emmanuel Latte Lath,2017-2018,2. Serie B,Pescara,0,0,,,,,,,,
Emmanuel Latte Lath,,,,,,,,,,,,,
Emmanuel Latte Lath,2021-2022,2. Serie B,SPAL,18,9,817,3,0,0,0,2.5,2.5,0.7
Emmanuel Latte Lath,2022-2023,1. Super Lg,St. Gallen,31,21,"1,850",14,3,0,0,,,
Emmanuel Latte Lath,2023-2024,2. Championship,Middlesbrough,30,23,"2,091",16,1,0,0,11.6,11.6,1.6
Emmanuel Latte Lath,2024-2025,2. Championship,Middlesbrough,18,12,"1,024",7,2,2,2,8.1,6.5,1.7
Enrico Del Prato,2017-2018,1. Serie A,Atalanta,0,0,,,,,,,,
Enrico Del Prato,2018-2019,1. Serie A,Atalanta,0,0,,,,,,,,
Enrico Del Prato,2019-2020,2. Serie B,Livorno,33,28,"2,675",1,1,0,0,3.2,3.2,2.0
Enrico Del Prato,2020-2021,2. Serie B,US Reggina,26,25,"2,234",0,1,0,0,1.5,1.5,0.6
Enrico Del Prato,2021-2022,1. Serie A,Atalanta,0,0,,,,,,,,
Enrico Del Prato,2021-2022,2. Serie B,Parma,34,33,"2,855",1,2,0,0,1.6,1.6,1.0
Enrico Del Prato,2022-2023,2. Serie B,Parma,34,33,"2,936",3,0,0,0,0.9,0.9,1.9
Enrico Del Prato,2023-2024,2. Serie B,Parma,35,32,"2,950",2,3,0,0,1.2,1.2,2.2
Enrico Del Prato,2024-2025,1. Serie A,Parma,13,11,"1,094",3,0,0,0,0.8,0.8,0.6
Erick Ferigra,2017-2018,1. Serie A,Torino,0,0,,,,,,,,
Erick Ferigra,2018-2019,1. Serie A,Torino,0,0,,,,,,,,
Erick Ferigra,2019-2020,2. Serie B,Ascoli,13,8,770,0,1,0,0,0.0,0.0,0.3
Erick Ferigra,2020-2021,1. Serie A,Torino,0,0,,,,,,,,
Erick Ferigra,2021-2022,2. La Liga 2,Las Palmas,15,11,"1,047",0,0,0,0,0.3,0.3,0.0
Erick Ferigra,2022-2023,1. Primeira Liga,Paços,16,12,"1,158",0,0,0,0,0.3,0.3,0.0
Etrit Berisha,2010,1. Allsvenskan,Kalmar,14,14,"1,260",0,0,0,0,,,
Etrit Berisha,2011,1. Allsvenskan,Kalmar,24,24,"2,155",0,0,0,0,,,
Etrit Berisha,2012,1. Allsvenskan,Kalmar,30,30,"2,700",1,0,1,1,,,
Etrit Berisha,2013,1. Allsvenskan,Kalmar,22,22,"1,980",2,0,2,2,,,
Etrit Berisha,2013-2014,1. Serie A,Lazio,17,17,"1,530",0,0,0,0,,,
Etrit Berisha,2014-2015,1. Serie A,Lazio,10,8,810,0,0,0,0,,,
Etrit Berisha,2015-2016,1. Serie A,Lazio,11,9,873,0,0,0,0,,,
Etrit Berisha,2016-2017,1. Serie A,Atalanta,26,26,"2,340",0,0,0,0,,,
Etrit Berisha,2017-2018,1. Serie A,Atalanta,31,31,"2,790",0,0,0,0,0.0,0.0,0.0
Etrit Berisha,2018-2019,1. Serie A,Atalanta,18,18,"1,620",0,0,0,0,0.0,0.0,0.0
Etrit Berisha,2019-2020,1. Serie A,SPAL,26,26,"2,340",0,0,0,0,0.0,0.0,0.0
Etrit Berisha,2020-2021,2. Serie B,SPAL,25,25,"2,250",0,0,0,0,0.0,0.0,0.0
Etrit Berisha,2021-2022,1. Serie A,Torino,10,10,900,0,0,0,0,0.0,0.0,0.0
Etrit Berisha,2022-2023,1. Serie A,Torino,0,0,,,,,,,,
Etrit Berisha,2023-2024,1. Serie A,Empoli,14,14,"1,260",0,0,0,0,0.0,0.0,0.0
Fabio Borini,2009-2010,1. Premier League,Chelsea,4,0,37,0,0,0,0,,,
Fabio Borini,2010-2011,2. Championship,Swansea City,9,8,670,6,2,0,0,,,
Fabio Borini,2011-2012,1. Serie A,Roma,24,20,"1,679",9,0,0,0,,,
Fabio Borini,2012-2013,1. Premier League,Liverpool,13,5,513,1,0,0,0,,,
Fabio Borini,2013-2014,1. Premier League,Sunderland,32,25,"2,142",7,2,3,3,,,
Fabio Borini,2014-2015,1. Premier League,Liverpool,12,3,397,1,1,0,0,,,
Fabio Borini,2015-2016,1. Premier League,Sunderland,26,22,"1,891",5,2,1,1,,,
Fabio Borini,2016-2017,1. Premier League,Sunderland,24,19,"1,741",2,0,0,0,,,
Fabio Borini,2017-2018,1. Serie A,Milan,29,19,"1,610",2,3,0,0,2.0,2.0,0.8
Fabio Borini,2018-2019,1. Serie A,Milan,20,10,"1,054",2,2,0,0,2.5,2.5,1.2
Fabio Borini,2019-2020,1. Serie A,Milan,2,1,70,0,0,0,0,0.1,0.1,0.0
Fabio Borini,2019-2020,1. Serie A,Hellas Verona,14,9,808,3,0,1,1,3.2,2.4,0.4
Fabio Borini,2020-2021,1. Süper Lig,Fatih Karagümrük,20,19,"1,676",9,1,2,2,,,
Fabio Borini,2021-2022,1. Süper Lig,Fatih Karagümrük,21,15,"1,468",3,3,1,1,,,
Fabio Borini,2022-2023,1. Süper Lig,Fatih Karagümrük,30,29,"2,367",20,8,6,6,,,
Fabio Borini,2023-2024,2. Serie B,Sampdoria,22,16,"1,464",9,3,4,4,9.7,5.6,1.3
Fabio Borini,2024-2025,2. Serie B,Sampdoria,4,1,155,0,0,0,0,0.5,0.5,0.1
Fabio Quagliarella,1999-2000,1. Serie A,Torino,1,0,24,0,,0,0,,,
Fabio Quagliarella,,,,,,,,,,,,,
Fabio Quagliarella,2001-2002,1. Serie A,Torino,4,0,138,0,,0,0,,,
Fabio Quagliarella,,,,,,,,,,,,,
Fabio Quagliarella,2004-2005,2. Serie B,Torino,34,26,"2,156",7,5,0,0,,,
Fabio Quagliarella,2005-2006,1. Serie A,Ascoli,33,24,"1,976",3,1,0,0,,,
Fabio Quagliarella,2006-2007,1. Serie A,Sampdoria,35,31,"2,773",13,2,0,0,,,
Fabio Quagliarella,2007-2008,1. Serie A,Udinese,37,35,"3,070",12,4,0,0,,,
Fabio Quagliarella,2008-2009,1. Serie A,Udinese,36,24,"2,307",13,4,1,1,,,
Fabio Quagliarella,2009-2010,1. Serie A,Napoli,34,32,"2,836",11,5,0,0,,,
Fabio Quagliarella,2010-2011,1. Serie A,Juventus,17,17,"1,305",9,2,0,0,,,
Fabio Quagliarella,2011-2012,1. Serie A,Juventus,23,9,888,4,0,0,0,,,
Fabio Quagliarella,2012-2013,1. Serie A,Juventus,27,13,"1,156",9,4,0,0,,,
Fabio Quagliarella,2013-2014,1. Serie A,Juventus,17,3,405,1,0,0,0,,,
Fabio Quagliarella,2014-2015,1. Serie A,Torino,34,33,"2,792",13,4,3,3,,,
Fabio Quagliarella,2015-2016,1. Serie A,Torino,16,16,"1,349",5,0,1,1,,,
Fabio Quagliarella,2015-2016,1. Serie A,Sampdoria,16,13,"1,223",3,0,0,0,,,
Fabio Quagliarella,2016-2017,1. Serie A,Sampdoria,37,35,"2,875",12,3,3,3,,,
Fabio Quagliarella,2017-2018,1. Serie A,Sampdoria,35,33,"2,719",19,5,7,7,18.3,12.0,6.2
Fabio Quagliarella,2018-2019,1. Serie A,Sampdoria,37,37,"3,199",26,8,9,9,21.9,14.7,4.5
Fabio Quagliarella,2019-2020,1. Serie A,Sampdoria,28,26,"2,275",11,3,5,5,12.9,7.4,3.2
Fabio Quagliarella,2020-2021,1. Serie A,Sampdoria,33,25,"2,204",13,1,2,2,11.8,9.4,1.4
Fabio Quagliarella,2021-2022,1. Serie A,Sampdoria,33,19,"1,664",4,2,1,1,4.3,3.5,1.6
Fabio Quagliarella,2022-2023,1. Serie A,Sampdoria,23,7,800,1,1,0,0,2.8,2.8,0.7
Fabrizio Caligara,2017-2018,1. Serie A,Cagliari,1,0,18,0,0,0,0,0.0,0.0,0.0
Fabrizio Caligara,2017-2018,1. Serie A,Juventus,0,0,,,,,,,,
Fabrizio Caligara,,,,,,,,,,,,,
Fabrizio Caligara,2019-2020,2. Serie B,Venezia,16,9,770,1,0,0,0,0.7,0.7,0.5
Fabrizio Caligara,2020-2021,1. Serie A,Cagliari,10,2,183,0,0,0,0,0.0,0.0,0.3
Fabrizio Caligara,2020-2021,2. Serie B,Ascoli,15,12,882,0,2,0,0,0.7,0.6,1.5
Fabrizio Caligara,2021-2022,2. Serie B,Ascoli,32,19,"1,812",3,2,2,2,2.6,1.0,0.9
Fabrizio Caligara,2022-2023,2. Serie B,Ascoli,33,32,"2,669",2,5,1,1,2.5,1.7,2.4
Fabrizio Caligara,2023-2024,2. Serie B,Ascoli,26,18,"1,442",5,0,2,2,3.0,1.4,1.6
Fabrizio Caligara,2024-2025,2. Serie B,Sassuolo,4,3,239,0,0,0,0,0.5,0.5,0.1
Faouzi Ghoulam,2010-2011,1. Ligue 1,Saint-Étienne,12,10,906,0,0,0,0,,,
Faouzi Ghoulam,2011-2012,1. Ligue 1,Saint-Étienne,32,32,"2,880",0,0,0,0,,,
Faouzi Ghoulam,2012-2013,1. Ligue 1,Saint-Étienne,26,19,"1,799",0,3,0,0,,,
Faouzi Ghoulam,2013-2014,1. Ligue 1,Saint-Étienne,17,16,"1,468",1,4,1,1,,,
Faouzi Ghoulam,2013-2014,1. Serie A,Napoli,15,14,"1,222",0,1,0,0,,,
Faouzi Ghoulam,2014-2015,1. Serie A,Napoli,21,20,"1,756",0,2,0,0,,,
Faouzi Ghoulam,2015-2016,1. Serie A,Napoli,34,32,"2,918",0,3,0,0,,,
Faouzi Ghoulam,2016-2017,1. Serie A,Napoli,29,26,"2,382",0,6,0,0,,,
Faouzi Ghoulam,2017-2018,1. Serie A,Napoli,11,11,985,2,2,0,0,0.7,0.7,2.0
Faouzi Ghoulam,2018-2019,1. Serie A,Napoli,16,12,"1,154",1,3,0,0,1.0,1.0,3.3
Faouzi Ghoulam,2019-2020,1. Serie A,Napoli,9,3,376,0,1,0,0,0.2,0.2,1.3
Faouzi Ghoulam,2020-2021,1. Serie A,Napoli,11,3,289,0,0,0,0,0.1,0.1,0.5
Faouzi Ghoulam,2021-2022,1. Serie A,Napoli,14,3,332,0,0,0,0,0.1,0.1,0.4
Faouzi Ghoulam,2022-2023,1. Ligue 1,Angers,7,6,479,0,0,0,0,0.1,0.1,0.8
Faouzi Ghoulam,2023-2024,1. Süper Lig,Hatayspor,21,18,"1,419",1,2,0,0,,,
Federico Bernardeschi,2013-2014,2. Serie B,Crotone,38,28,"2,442",12,7,3,3,,,
Federico Bernardeschi,2014-2015,1. Serie A,Fiorentina,7,1,217,1,2,0,0,,,
Federico Bernardeschi,2015-2016,1. Serie A,Fiorentina,33,25,"2,272",2,4,0,0,,,
Federico Bernardeschi,2016-2017,1. Serie A,Fiorentina,32,27,"2,292",11,4,3,3,,,
Federico Bernardeschi,2017-2018,1. Serie A,Juventus,22,7,847,4,3,0,0,2.8,2.8,2.0
